"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.914397292E0,-3.074448395E1,-7.349865913E0,-5.234149170E1,6.114634556E1
2.924353292E0,-3.068845367E1,-7.345566750E0,-5.241534424E1,6.118093536E1
2.934309292E0,-3.066716003E1,-8.013144493E0,-5.190826416E1,6.082066324E1
2.944266292E0,-3.051768494E1,-8.189793587E0,-5.208941650E1,6.092379769E1
2.954222292E0,-3.042426300E1,-8.543293953E0,-5.197599792E1,6.082867754E1
2.964178292E0,-3.036840820E1,-8.823863983E0,-5.228642273E1,6.110622549E1
2.974135292E0,-3.040845490E1,-9.212224960E0,-5.221987915E1,6.112654903E1
2.984091292E0,-3.020388794E1,-9.456018448E0,-5.197116089E1,6.084975510E1
2.994048292E0,-3.022868347E1,-9.673840523E0,-5.196588135E1,6.089178368E1
3.004004292E0,-3.024790955E1,-1.005019283E1,-5.172528076E1,6.075728004E1
3.013960292E0,-3.008789825E1,-1.043068695E1,-5.187005615E1,6.086529041E1
3.023917292E0,-3.014128876E1,-1.060193157E1,-5.227279663E1,6.126453712E1
3.033873292E0,-3.038331604E1,-1.086326885E1,-5.225015259E1,6.141038144E1
3.043830292E0,-3.017943573E1,-1.107714367E1,-5.202189636E1,6.115373377E1
3.053786292E0,-2.999964142E1,-1.132447052E1,-5.218554688E1,6.124992588E1
3.063742292E0,-2.991275787E1,-1.174530888E1,-5.187773132E1,6.102478489E1
3.073699292E0,-2.981939697E1,-1.202684784E1,-5.195172119E1,6.109683167E1
3.083655292E0,-2.994876862E1,-1.248416805E1,-5.235272217E1,6.159213190E1
3.093611292E0,-2.990863037E1,-1.268288898E1,-5.202665710E1,6.133640757E1
3.103568292E0,-2.961227417E1,-1.296787453E1,-5.201481628E1,6.124209063E1
3.113524292E0,-2.953547668E1,-1.318567467E1,-5.182170105E1,6.108760184E1
3.123481292E0,-2.940605927E1,-1.362130547E1,-5.202407837E1,6.129242216E1
3.133437292E0,-2.918620300E1,-1.412674999E1,-5.226261902E1,6.150431577E1
3.143393292E0,-2.907241058E1,-1.419436646E1,-5.222070312E1,6.143034210E1
3.153350292E0,-2.901793671E1,-1.447544289E1,-5.207775879E1,6.134877389E1
3.163306292E0,-2.907105255E1,-1.474759293E1,-5.181088257E1,6.121262244E1
3.173263292E0,-2.870761871E1,-1.474655342E1,-5.212019348E1,6.130336678E1
3.183219292E0,-2.875079346E1,-1.506306076E1,-5.204798889E1,6.133919686E1
3.193175292E0,-2.856353760E1,-1.542595482E1,-5.189842224E1,6.121504711E1
3.203132292E0,-2.853144836E1,-1.579417992E1,-5.213259888E1,6.149233717E1
3.213088292E0,-2.853653717E1,-1.594445610E1,-5.198632812E1,6.140959164E1
3.223044292E0,-2.856390381E1,-1.616803932E1,-5.235754395E1,6.179493915E1
3.233001292E0,-2.840525818E1,-1.624683380E1,-5.229370117E1,6.168832534E1
3.242957292E0,-2.837657928E1,-1.688943100E1,-5.217243958E1,6.174501261E1
3.252914292E0,-2.815687561E1,-1.714459610E1,-5.231034851E1,6.183137861E1
3.262870292E0,-2.788249969E1,-1.723614502E1,-5.231111145E1,6.173306137E1
3.272826292E0,-2.826754761E1,-1.773078156E1,-5.245465088E1,6.216852307E1
3.282782875E0,-2.795692444E1,-1.792886925E1,-5.230822754E1,6.196115432E1
3.292738875E0,-2.794618988E1,-1.826985931E1,-5.255513000E1,6.226410666E1
3.302694875E0,-2.783425903E1,-1.835543442E1,-5.219715881E1,6.193715635E1
3.312651875E0,-2.760367584E1,-1.861317444E1,-5.238671875E1,6.207077802E1
3.322607875E0,-2.769213104E1,-1.877135849E1,-5.237477112E1,6.214768436E1
3.332564875E0,-2.748039246E1,-1.911330414E1,-5.238116455E1,6.216330722E1
3.342520875E0,-2.752339935E1,-1.924304581E1,-5.204924011E1,6.194316524E1
3.352476875E0,-2.729496002E1,-1.934913635E1,-5.199085999E1,6.182599326E1
3.362433875E0,-2.726619720E1,-1.955781746E1,-5.212492371E1,6.199162367E1
3.372389875E0,-2.732992554E1,-1.943039322E1,-5.197274780E1,6.185168975E1
3.382346875E0,-2.719055939E1,-1.977981186E1,-5.248968506E1,6.233566006E1
3.392302875E0,-2.678549194E1,-1.995256042E1,-5.271372986E1,6.240436332E1
3.402258875E0,-2.699275970E1,-2.025247765E1,-5.245497131E1,6.237223695E1
3.412215875E0,-2.669240570E1,-2.037648964E1,-5.233543396E1,6.218266237E1
3.422171875E0,-2.650639343E1,-2.044673920E1,-5.236970520E1,6.215500028E1
3.432127875E0,-2.637207031E1,-2.053903961E1,-5.213003540E1,6.192639850E1
3.442084875E0,-2.622096252E1,-2.078736115E1,-5.201181030E1,6.184562774E1
3.452040875E0,-2.618138885E1,-2.100728035E1,-5.214428711E1,6.201449531E1
3.461997875E0,-2.609792328E1,-2.101297760E1,-5.224444580E1,6.206552138E1
3.471953875E0,-2.584394073E1,-2.120874977E1,-5.211703491E1,6.191854058E1
3.481909875E0,-2.577815247E1,-2.133606720E1,-5.227316284E1,6.206629086E1
3.491866875E0,-2.582269287E1,-2.155805969E1,-5.231040955E1,6.219276768E1
3.501822875E0,-2.569525146E1,-2.187629318E1,-5.260589600E1,6.249958756E1
3.511779875E0,-2.529276276E1,-2.194877815E1,-5.231561279E1,6.211598870E1
3.521735875E0,-2.522375488E1,-2.217339516E1,-5.235371399E1,6.219974784E1
3.531691875E0,-2.503111267E1,-2.240023422E1,-5.260585022E1,6.241556354E1
3.541648875E0,-2.491519928E1,-2.253317261E1,-5.242433167E1,6.226412750E1
3.551604875E0,-2.450316620E1,-2.282155037E1,-5.237445068E1,6.216358580E1
3.561560875E0,-2.457955933E1,-2.300606155E1,-5.244528198E1,6.232127411E1
3.571517875E0,-2.442354584E1,-2.303624153E1,-5.256562805E1,6.237245600E1
3.581473875E0,-2.424250031E1,-2.339753723E1,-5.250462341E1,6.238492646E1
3.591430875E0,-2.401541138E1,-2.355168152E1,-5.240573120E1,6.227184234E1
3.601386875E0,-2.404940796E1,-2.388352776E1,-5.258259583E1,6.255978185E1
3.611342875E0,-2.371630096E1,-2.419279099E1,-5.269337463E1,6.264459911E1
3.621299875E0,-2.340239716E1,-2.426376915E1,-5.223832703E1,6.217109856E1
3.631255875E0,-2.315670013E1,-2.461808777E1,-5.218353271E1,6.217237403E1
3.641212875E0,-2.269609070E1,-2.481005669E1,-5.216259766E1,6.206116370E1
3.651168875E0,-2.266846466E1,-2.520963669E1,-5.226536560E1,6.229810200E1
3.661124875E0,-2.225602722E1,-2.516821289E1,-5.195503235E1,6.187160152E1
3.671081875E0,-2.219271851E1,-2.567032623E1,-5.225851440E1,6.230918657E1
3.681037875E0,-2.217400360E1,-2.574351311E1,-5.264610291E1,6.265801668E1
3.690993875E0,-2.196953583E1,-2.597766304E1,-5.264753723E1,6.268383091E1
3.700950875E0,-2.180242157E1,-2.638260078E1,-5.255607605E1,6.271784706E1
3.710906875E0,-2.161402130E1,-2.652983475E1,-5.239221191E1,6.257748731E1
3.720863875E0,-2.125563049E1,-2.691443443E1,-5.257031250E1,6.276803617E1
3.730819875E0,-2.115970612E1,-2.688942146E1,-5.245672607E1,6.262972345E1
3.740775875E0,-2.079470825E1,-2.708543777E1,-5.239848328E1,6.254312017E1
3.750732875E0,-2.054438782E1,-2.744796753E1,-5.232574463E1,6.255754426E1
3.760688875E0,-2.044423676E1,-2.758114243E1,-5.267077637E1,6.287206786E1
3.770645875E0,-2.009910583E1,-2.773028946E1,-5.245474243E1,6.264537503E1
3.780601875E0,-1.969881439E1,-2.786664963E1,-5.198439026E1,6.218496828E1
3.790557875E0,-1.938702393E1,-2.798270035E1,-5.207653809E1,6.221618788E1
3.800514875E0,-1.915996552E1,-2.795533180E1,-5.222453308E1,6.225758356E1
3.810470875E0,-1.889065552E1,-2.836114883E1,-5.205230713E1,6.221458275E1
3.820426875E0,-1.873578644E1,-2.862419891E1,-5.163352966E1,6.193864579E1
3.830383875E0,-1.839430237E1,-2.882132530E1,-5.180242920E1,6.206859772E1
3.840339875E0,-1.817144775E1,-2.874513817E1,-5.188436890E1,6.203605579E1
3.850296875E0,-1.815177917E1,-2.905185127E1,-5.178076172E1,6.208658820E1
3.860252875E0,-1.805955505E1,-2.921413803E1,-5.209571838E1,6.239853575E1
3.870208875E0,-1.762387085E1,-2.944068146E1,-5.204022217E1,6.233409398E1
3.880165875E0,-1.741118622E1,-2.988591766E1,-5.203015137E1,6.247762905E1
3.890121875E0,-1.689387512E1,-2.997902679E1,-5.202700806E1,6.237751704E1
3.900078875E0,-1.644297028E1,-3.008344269E1,-5.199627686E1,6.228159923E1
3.910034875E0,-1.641745758E1,-3.014321327E1,-5.206228638E1,6.235886370E1
3.919990875E0,-1.595421600E1,-3.028175354E1,-5.203773499E1,6.228521067E1
3.929947875E0,-1.553040314E1,-3.038526917E1,-5.203042603E1,6.222236926E1
3.939903875E0,-1.528969574E1,-3.068089676E1,-5.226521301E1,6.250395758E1
3.949859875E0,-1.473007965E1,-3.094371796E1,-5.232664490E1,6.255051314E1
3.959816875E0,-1.487738037E1,-3.106605911E1,-5.212892151E1,6.248088454E1
3.969772875E0,-1.467343140E1,-3.110321426E1,-5.204367065E1,6.237999023E1
3.979729875E0,-1.470088196E1,-3.129124069E1,-5.207264709E1,6.250454583E1
3.989685875E0,-1.431874847E1,-3.129867554E1,-5.206927490E1,6.241668877E1
3.999641875E0,-1.382130432E1,-3.167375946E1,-5.228997803E1,6.267772566E1
4.009598875E0,-1.324051666E1,-3.182656860E1,-5.233306885E1,6.266571507E1
4.019554875E0,-1.300969696E1,-3.188468552E1,-5.216558838E1,6.250707157E1
4.029511875E0,-1.292184448E1,-3.200298309E1,-5.214880371E1,6.253529180E1
4.039467875E0,-1.264688873E1,-3.202858734E1,-5.240432739E1,6.270556380E1
4.049423875E0,-1.222582245E1,-3.213275146E1,-5.243858337E1,6.270398295E1
4.059380875E0,-1.176145935E1,-3.224865723E1,-5.212475586E1,6.241232244E1
4.069336875E0,-1.128964233E1,-3.211561203E1,-5.203411865E1,6.218052801E1
4.079292875E0,-1.119747162E1,-3.239458466E1,-5.175103760E1,6.207223516E1
4.089249875E0,-1.083165741E1,-3.249150085E1,-5.159013367E1,6.192385907E1
4.099205875E0,-1.066371155E1,-3.240530777E1,-5.161174011E1,6.186752325E1
4.109162875E0,-1.021051788E1,-3.245253754E1,-5.196685791E1,6.211260894E1
4.119118875E0,-1.009034729E1,-3.251360703E1,-5.251345825E1,6.258284947E1
4.129074875E0,-9.661384583E0,-3.262485504E1,-5.231088257E1,6.240314057E1
4.139031875E0,-9.484336853E0,-3.271921921E1,-5.237191772E1,6.247653733E1
4.148987875E0,-9.102439880E0,-3.268944168E1,-5.213598633E1,6.220623023E1
4.158944875E0,-8.869888306E0,-3.284717560E1,-5.231893921E1,6.240899986E1
4.168900875E0,-8.869888306E0,-3.284717560E1,-5.231893921E1,6.240899986E1
4.178856875E0,-8.629608154E0,-3.301486206E1,-5.220953369E1,6.237216256E1
4.188813875E0,-8.266860962E0,-3.284339142E1,-5.154830933E1,6.167866361E1
4.198769875E0,-7.820579529E0,-3.297187805E1,-5.176127625E1,6.186708273E1
4.208726875E0,-7.570121765E0,-3.304633713E1,-5.168232727E1,6.180962784E1
4.218682875E0,-7.189773560E0,-3.307449341E1,-5.172419739E1,6.181429894E1
4.228638875E0,-6.610633850E0,-3.307665253E1,-5.196434021E1,6.195206272E1
4.238595875E0,-6.547317505E0,-3.309540176E1,-5.200341797E1,6.198813165E1
4.248551875E0,-6.404693604E0,-3.302272034E1,-5.222589111E1,6.212136397E1
4.258507875E0,-5.972839355E0,-3.314157486E1,-5.220959473E1,6.212793716E1
4.268464875E0,-5.675605774E0,-3.307307434E1,-5.203060913E1,6.191304413E1
4.278420875E0,-5.502716064E0,-3.309030151E1,-5.218531799E1,6.203672584E1
4.288378375E0,-5.358039856E0,-3.317906952E1,-5.217202759E1,6.206029091E1
4.298334375E0,-5.044944763E0,-3.342192078E1,-5.204437256E1,6.205717502E1
4.308290375E0,-4.996170044E0,-3.336621857E1,-5.218087769E1,6.213783270E1
4.318247375E0,-4.950569153E0,-3.344488525E1,-5.187640381E1,6.192115759E1
4.328203375E0,-4.637672424E0,-3.352283478E1,-5.182740784E1,6.189805054E1
4.338160375E0,-4.177276611E0,-3.348084641E1,-5.185939026E1,6.186932256E1
4.348116375E0,-4.134361267E0,-3.370536804E1,-5.170062256E1,6.185546985E1
4.358072375E0,-4.038040161E0,-3.343579865E1,-5.189598083E1,6.186639820E1
4.368029375E0,-3.615356445E0,-3.355657959E1,-5.205207825E1,6.203655121E1
4.377985375E0,-3.325805664E0,-3.372866821E1,-5.197883606E1,6.205226378E1
4.387942375E0,-3.001686096E0,-3.380117416E1,-5.206556702E1,6.214782991E1
4.397898375E0,-2.796966553E0,-3.363832092E1,-5.177690125E1,6.180782442E1
4.407854375E0,-2.553520203E0,-3.384750366E1,-5.165937805E1,6.181314836E1
4.417811375E0,-2.597999573E0,-3.374464417E1,-5.176051331E1,6.184336140E1
4.427767375E0,-2.395156860E0,-3.374227524E1,-5.159231567E1,6.169315157E1
4.437724375E0,-2.208236694E0,-3.375471115E1,-5.189556885E1,6.194680702E1
4.447680375E0,-1.780792236E0,-3.362264252E1,-5.178567505E1,6.176900073E1
4.457636375E0,-1.686874390E0,-3.373758316E1,-5.190946960E1,6.193273042E1
4.467593375E0,-1.233024597E0,-3.379156113E1,-5.152664185E1,6.163103742E1
4.477549375E0,-8.566741943E-1,-3.359294891E1,-5.150617981E1,6.149883467E1
4.487505375E0,-5.482406616E-1,-3.364930344E1,-5.152101135E1,6.153853102E1
4.497462375E0,-3.830184937E-1,-3.369367981E1,-5.155232239E1,6.158776425E1
4.507418375E0,-1.900787354E-1,-3.383392715E1,-5.133601379E1,6.148298195E1
4.517375375E0,1.262817383E-1,-3.359751892E1,-5.113807678E1,6.118751606E1
4.527331375E0,6.871719360E-1,-3.337702560E1,-5.141520691E1,6.130270422E1
4.537287375E0,7.902984619E-1,-3.339123154E1,-5.139965820E1,6.129864418E1
4.547244375E0,1.141304016E0,-3.325411987E1,-5.140484619E1,6.123395525E1
4.557200375E0,1.425483704E0,-3.326000214E1,-5.115414429E1,6.103282906E1
4.567157375E0,1.792938232E0,-3.305992889E1,-5.116506958E1,6.094290665E1
4.577113375E0,1.799507141E0,-3.301980591E1,-5.110537720E1,6.087121969E1
4.587069375E0,2.066261292E0,-3.294689941E1,-5.113011169E1,6.086095578E1
4.597026375E0,2.368919373E0,-3.287826920E1,-5.164031982E1,6.126430442E1
4.606982375E0,2.593513489E0,-3.288505554E1,-5.163006592E1,6.126840048E1
4.616939375E0,2.866455078E0,-3.287380219E1,-5.156216431E1,6.121731963E1
4.626895375E0,2.925056458E0,-3.268380356E1,-5.144075012E1,6.101588108E1
4.636851375E0,3.196922302E0,-3.280923080E1,-5.162400818E1,6.125115639E1
4.646808375E0,3.645362854E0,-3.297198105E1,-5.165191650E1,6.138697487E1
4.656764375E0,3.607200623E0,-3.293680191E1,-5.164120483E1,6.135681587E1
4.666720375E0,4.016723633E0,-3.272180939E1,-5.119750977E1,6.089364404E1
4.676677375E0,4.071807861E0,-3.297587204E1,-5.151599121E1,6.130159139E1
4.686633375E0,4.189926147E0,-3.272793961E1,-5.157931519E1,6.122988867E1
4.696590375E0,4.602981567E0,-3.254100037E1,-5.155839539E1,6.114222991E1
4.706546375E0,5.041976929E0,-3.249209595E1,-5.116023254E1,6.081551796E1
4.716502375E0,5.204322815E0,-3.244309235E1,-5.137767029E1,6.098609859E1
4.726459375E0,5.501792908E0,-3.269351196E1,-5.137915039E1,6.114697494E1
4.736415375E0,5.564048767E0,-3.248147964E1,-5.158529663E1,6.121313574E1
4.746372375E0,5.737304688E0,-3.241508484E1,-5.166067505E1,6.125748719E1
4.756328375E0,5.746688843E0,-3.235645294E1,-5.135853577E1,6.097264695E1
4.766284375E0,6.224014282E0,-3.213643646E1,-5.100254822E1,6.060320806E1
4.776241375E0,6.366722107E0,-3.222445679E1,-5.115222168E1,6.079062879E1
4.786197375E0,6.619789124E0,-3.224328613E1,-5.113180542E1,6.081046484E1
4.796154375E0,6.533676147E0,-3.221386719E1,-5.103788757E1,6.070657404E1
4.806110375E0,6.902633667E0,-3.209649658E1,-5.079864502E1,6.048416140E1
4.816066375E0,7.315406799E0,-3.183278847E1,-5.110328674E1,6.064971158E1
4.826023375E0,7.492126465E0,-3.163413239E1,-5.138049316E1,6.080135992E1
4.835979375E0,7.799133301E0,-3.156835938E1,-5.123860168E1,6.068592997E1
4.845936375E0,7.906173706E0,-3.139218521E1,-5.123867798E1,6.060840697E1
4.855892375E0,8.271415710E0,-3.151733398E1,-5.101605225E1,6.053425680E1
4.865848375E0,8.559616089E0,-3.145809364E1,-5.110505676E1,6.061852448E1
4.875805375E0,8.654899597E0,-3.107735825E1,-5.121536255E1,6.052869438E1
4.885761375E0,8.723037720E0,-3.113940811E1,-5.127729797E1,6.062273016E1
4.895718375E0,9.038261414E0,-3.096457481E1,-5.137258911E1,6.066001957E1
4.905674375E0,9.182014465E0,-3.084939575E1,-5.160671997E1,6.082144485E1
4.915630375E0,9.574935913E0,-3.094042397E1,-5.170535278E1,6.101174263E1
4.925587375E0,9.628639221E0,-3.065566254E1,-5.166313171E1,6.084044311E1
4.935543375E0,1.002209473E1,-3.052783203E1,-5.150772095E1,6.070779380E1
4.945499375E0,1.038277435E1,-3.033410645E1,-5.178384399E1,6.090588244E1
4.955456375E0,1.071685028E1,-2.999211884E1,-5.162452698E1,6.065863383E1
4.965412375E0,1.093663025E1,-3.001956749E1,-5.158596802E1,6.067863223E1
4.975369375E0,1.087651062E1,-2.965176010E1,-5.202606201E1,6.086243906E1
4.985325375E0,1.103256226E1,-2.940846634E1,-5.165867615E1,6.045820162E1
4.995281375E0,1.179660797E1,-2.930019951E1,-5.204722595E1,6.088165060E1
5.005238375E0,1.172301483E1,-2.903111076E1,-5.196984863E1,6.067206636E1
5.015194375E0,1.194032288E1,-2.881198502E1,-5.181315613E1,6.047565575E1
5.025151375E0,1.225533295E1,-2.846626282E1,-5.172221375E1,6.029683822E1
5.035107375E0,1.248683929E1,-2.852026367E1,-5.159204102E1,6.025832135E1
5.045063375E0,1.276838684E1,-2.838406372E1,-5.180838013E1,6.043835725E1
5.055020375E0,1.319928741E1,-2.820297813E1,-5.218231201E1,6.076695525E1
5.064976375E0,1.354782104E1,-2.797357559E1,-5.207521057E1,6.064562591E1
5.074933375E0,1.364394379E1,-2.775117111E1,-5.147451782E1,6.004923551E1
5.084889375E0,1.401123047E1,-2.776445770E1,-5.166390991E1,6.030206695E1
5.094845375E0,1.432148743E1,-2.774508667E1,-5.200546265E1,6.065857715E1
5.104802375E0,1.443529510E1,-2.763270569E1,-5.174505615E1,6.041105035E1
5.114758375E0,1.492947388E1,-2.748380089E1,-5.155104065E1,6.029724947E1
5.124715375E0,1.518029785E1,-2.720678139E1,-5.169757080E1,6.035966553E1
5.134671375E0,1.557178497E1,-2.676062775E1,-5.166174316E1,6.022912411E1
5.144627375E0,1.573035431E1,-2.641601562E1,-5.186082458E1,6.028926152E1
5.154584375E0,1.604434967E1,-2.635948181E1,-5.188392639E1,6.036708752E1
5.164540375E0,1.607396698E1,-2.588049889E1,-5.195780945E1,6.023110990E1
5.174497375E0,1.618302917E1,-2.570096970E1,-5.179275513E1,6.004098400E1
5.184453375E0,1.606964111E1,-2.566010284E1,-5.173605347E1,5.994408621E1
5.194409375E0,1.676230621E1,-2.534864235E1,-5.172349548E1,5.999040393E1
5.204366375E0,1.653842163E1,-2.520293999E1,-5.190734863E1,6.002566465E1
5.214322375E0,1.678881836E1,-2.507763672E1,-5.208288574E1,6.019451198E1
5.224279375E0,1.719255066E1,-2.493913460E1,-5.172119141E1,5.993851744E1
5.234235375E0,1.721331787E1,-2.477982521E1,-5.173045349E1,5.988637464E1
5.244191375E0,1.713404846E1,-2.443113899E1,-5.163157654E1,5.963451907E1
5.254148375E0,1.760383606E1,-2.427165604E1,-5.167047119E1,5.973981858E1
5.264104375E0,1.797766876E1,-2.389716911E1,-5.165162659E1,5.968384869E1
5.274060375E0,1.811901093E1,-2.373650932E1,-5.144862366E1,5.948681625E1
5.284017250E0,1.840406036E1,-2.357507324E1,-5.167295837E1,5.970417191E1
5.293973250E0,1.842284393E1,-2.331560135E1,-5.163099670E1,5.957162299E1
5.303930250E0,1.856655121E1,-2.320325089E1,-5.160520935E1,5.955002357E1
5.313886250E0,1.876464081E1,-2.296487617E1,-5.158744812E1,5.950430309E1
5.323842250E0,1.898718262E1,-2.283058548E1,-5.164746094E1,5.957523780E1
5.333799250E0,1.938584137E1,-2.250145531E1,-5.125590515E1,5.923929565E1
5.343755250E0,1.987117767E1,-2.206549835E1,-5.148828125E1,5.943730332E1
5.353712250E0,1.996014404E1,-2.168058395E1,-5.174160767E1,5.954535275E1
5.363668250E0,2.019643402E1,-2.154795837E1,-5.201425171E1,5.981381812E1
5.373624250E0,2.014213562E1,-2.150791740E1,-5.188066101E1,5.966489022E1
5.383581250E0,2.008226776E1,-2.122816467E1,-5.147837830E1,5.919422173E1
5.393537250E0,2.025732422E1,-2.077709389E1,-5.144943237E1,5.906852721E1
5.403494250E0,2.063343811E1,-2.048677635E1,-5.137532043E1,5.903279024E1
5.413450250E0,2.056386566E1,-2.022616386E1,-5.086972046E1,5.847819025E1
5.423406250E0,2.061086273E1,-1.988538933E1,-5.117488098E1,5.864388131E1
5.433363250E0,2.077230835E1,-1.972698975E1,-5.128636169E1,5.874464924E1
5.443319250E0,2.094207764E1,-1.953867722E1,-5.129364014E1,5.874834501E1
5.453276250E0,2.123768616E1,-1.904732895E1,-5.156945801E1,5.893427740E1
5.463232250E0,2.137273407E1,-1.896453476E1,-5.132019043E1,5.873848216E1
5.473188250E0,2.143112183E1,-1.869091797E1,-5.131990051E1,5.867176140E1
5.483145250E0,2.151648712E1,-1.844033051E1,-5.138954163E1,5.868466576E1
5.493101250E0,2.166661835E1,-1.810143852E1,-5.137001038E1,5.861725337E1
5.503058250E0,2.183484650E1,-1.782224083E1,-5.135069275E1,5.857718357E1
5.513014250E0,2.207939911E1,-1.744842911E1,-5.118743896E1,5.841319586E1
5.522970250E0,2.217657471E1,-1.705968666E1,-5.122161865E1,5.836512308E1
5.532927250E0,2.246070099E1,-1.704357910E1,-5.104658508E1,5.831569708E1
5.542883250E0,2.272930145E1,-1.675981712E1,-5.128977966E1,5.855044075E1
5.552840250E0,2.277612305E1,-1.657678413E1,-5.136979675E1,5.858666718E1
5.562796250E0,2.272010803E1,-1.651390648E1,-5.155967712E1,5.871382053E1
5.572752250E0,2.288764954E1,-1.612575150E1,-5.156375122E1,5.867456691E1
5.582709250E0,2.287278748E1,-1.599766064E1,-5.148585510E1,5.856520151E1
5.592665250E0,2.326937103E1,-1.585077858E1,-5.151579285E1,5.870764620E1
5.602622250E0,2.324489594E1,-1.570825195E1,-5.126144409E1,5.843637580E1
5.612578250E0,2.329822159E1,-1.559768391E1,-5.112104797E1,5.830485759E1
5.622534250E0,2.336172104E1,-1.514994431E1,-5.093962097E1,5.805287079E1
5.632491250E0,2.316936493E1,-1.500809383E1,-5.088887024E1,5.789420926E1
5.642447250E0,2.323413086E1,-1.482938385E1,-5.079356384E1,5.779032436E1
5.652403250E0,2.328205872E1,-1.430667686E1,-5.079881287E1,5.768235995E1
5.662360250E0,2.342729187E1,-1.426102257E1,-5.084355164E1,5.776920903E1
5.672316250E0,2.350168991E1,-1.396308804E1,-5.141262817E1,5.822847750E1
5.682273250E0,2.350728607E1,-1.411727715E1,-5.138557434E1,5.824403199E1
5.692229250E0,2.351941299E1,-1.383452225E1,-5.128298950E1,5.809046226E1
5.702186250E0,2.330312729E1,-1.371552467E1,-5.122480774E1,5.792350375E1
5.712142250E0,2.372013855E1,-1.351912880E1,-5.119322205E1,5.801859874E1
5.722098250E0,2.366668701E1,-1.324781609E1,-5.130043030E1,5.802887948E1
5.732055250E0,2.361589050E1,-1.300771999E1,-5.102374268E1,5.770904072E1
5.742011250E0,2.350786209E1,-1.250651264E1,-5.110021973E1,5.762173977E1
5.751967250E0,2.349615097E1,-1.244646549E1,-5.146339417E1,5.792637182E1
5.761924250E0,2.347657776E1,-1.234425259E1,-5.109747314E1,5.757153843E1
5.771880250E0,2.336289215E1,-1.214192581E1,-5.115371704E1,5.753219846E1
5.781837250E0,2.379516602E1,-1.181639767E1,-5.112170410E1,5.761306978E1
5.791793250E0,2.388980103E1,-1.140109444E1,-5.155493164E1,5.795358940E1
5.801749250E0,2.398281097E1,-1.123187351E1,-5.143382263E1,5.785126027E1
5.811706250E0,2.412669373E1,-1.090642357E1,-5.126435852E1,5.769819650E1
5.821662250E0,2.424439621E1,-1.051703548E1,-5.138372803E1,5.778136628E1
5.831619250E0,2.428317642E1,-1.021305275E1,-5.129641724E1,5.766542747E1
