"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
8.828497417E0,-1.190849304E0,2.082933044E1,-3.971293640E1,4.485974193E1
8.838454417E0,-1.312271118E0,2.074881363E1,-3.982226562E1,4.492269095E1
8.848410417E0,-1.350791931E0,2.068855286E1,-3.983583069E1,4.490806459E1
8.858367417E0,-1.311660767E0,2.081885529E1,-4.026931763E1,4.535155049E1
8.868323417E0,-1.373123169E0,2.068848038E1,-3.992236328E1,4.498548408E1
8.878279417E0,-1.449836731E0,2.053016281E1,-4.021571350E1,4.517624624E1
8.888236417E0,-1.405723572E0,2.076861572E1,-4.016696167E1,4.524042736E1
8.898192417E0,-1.460922241E0,2.066920471E1,-3.989443970E1,4.495460639E1
8.908149417E0,-1.409095764E0,2.081084061E1,-3.989253235E1,4.501656112E1
8.918105417E0,-1.177482605E0,2.085980606E1,-4.030409241E1,4.539755323E1
8.928062417E0,-1.174697876E0,2.045014954E1,-4.003512573E1,4.497109987E1
8.938018417E0,-1.101852417E0,2.041539383E1,-4.012896729E1,4.503705585E1
8.947974417E0,-1.185073853E0,2.044801712E1,-4.018751526E1,4.510612139E1
8.957931417E0,-1.327667236E0,2.031025314E1,-4.025650024E1,4.510936593E1
8.967887417E0,-1.384925842E0,2.050267029E1,-4.003829956E1,4.500381029E1
8.977844417E0,-1.177185059E0,2.070085144E1,-3.985812378E1,4.492862168E1
8.987800417E0,-9.531097412E-1,2.074046707E1,-3.996647644E1,4.503770233E1
8.997756417E0,-9.584960938E-1,2.054953384E1,-3.994273376E1,4.492910011E1
9.007713417E0,-1.237686157E0,2.067205048E1,-4.010771179E1,4.513860967E1
9.017669417E0,-1.358566284E0,2.084262848E1,-4.003036499E1,4.515186580E1
9.027626417E0,-1.369194031E0,2.066363525E1,-3.979286194E1,4.485902780E1
9.037582417E0,-1.374542236E0,2.083229828E1,-3.989135742E1,4.502437579E1
9.047538417E0,-1.508506775E0,2.070824432E1,-4.002197266E1,4.508730720E1
9.057495417E0,-1.307098389E0,2.068009567E1,-4.015373230E1,4.518514226E1
9.067451417E0,-1.316917419E0,2.052407455E1,-4.000274658E1,4.497990264E1
9.077408417E0,-1.358375549E0,2.034431458E1,-4.025788879E1,4.512686483E1
9.087364417E0,-1.595024109E0,2.037076569E1,-4.004359436E1,4.495555189E1
9.097321417E0,-1.413917542E0,2.050832367E1,-3.991683960E1,4.489927155E1
9.107277417E0,-1.406158447E0,2.037280655E1,-3.968823242E1,4.463389207E1
9.117233417E0,-1.270530701E0,2.048252106E1,-3.949307251E1,4.450674885E1
9.127190417E0,-1.154190063E0,2.055460358E1,-3.939402771E1,4.444899664E1
9.137146417E0,-1.165382385E0,2.036857986E1,-3.963783264E1,4.458020792E1
9.147103417E0,-1.151138306E0,2.047726822E1,-4.005990601E1,4.500488532E1
9.157059417E0,-1.072975159E0,2.065058899E1,-3.981207275E1,4.486200217E1
9.167016417E0,-1.112411499E0,2.067618561E1,-3.975451660E1,4.482369575E1
9.176972417E0,-1.396301270E0,2.068931198E1,-4.015737915E1,4.519526953E1
9.186928417E0,-1.408012390E0,2.054935074E1,-4.019755554E1,4.516748594E1
9.196885417E0,-1.531417847E0,2.048817444E1,-4.008982849E1,4.504780662E1
9.206841417E0,-1.323593140E0,2.052892303E1,-4.002029419E1,4.499791692E1
9.216798417E0,-1.354629517E0,2.058287430E1,-4.031617737E1,4.528668560E1
9.226754417E0,-1.522094727E0,2.065939331E1,-4.051103210E1,4.550023106E1
9.236711417E0,-1.447776794E0,2.063718033E1,-4.017541504E1,4.518908323E1
9.246667417E0,-1.693908691E0,2.043177032E1,-3.996841431E1,4.491993664E1
9.256623417E0,-1.431144714E0,2.050306702E1,-3.990522766E1,4.488709310E1
9.266580417E0,-1.517486572E0,2.059030914E1,-3.966882324E1,4.472000820E1
9.276536417E0,-1.588981628E0,2.054994583E1,-3.990197754E1,4.491094463E1
9.286493625E0,-1.280700684E0,2.046679688E1,-4.007727051E1,4.501908018E1
9.296449625E0,-1.319656372E0,2.059967804E1,-3.985888672E1,4.488673611E1
9.306405625E0,-1.297782898E0,2.072458267E1,-3.955468750E1,4.467399546E1
9.316362625E0,-1.547332764E0,2.055753326E1,-3.959225464E1,4.463802236E1
9.326318625E0,-1.723304749E0,2.053507233E1,-3.982669067E1,4.484221521E1
9.336275625E0,-1.438919067E0,2.066528320E1,-4.017031860E1,4.519711180E1
9.346231625E0,-1.239044189E0,2.060080338E1,-4.038371277E1,4.535165473E1
9.356188625E0,-1.554542542E0,2.063330841E1,-4.003448486E1,4.506561879E1
9.366144625E0,-1.519477844E0,2.067271042E1,-4.030441284E1,4.532235060E1
9.376100625E0,-1.445060730E0,2.069362640E1,-4.041702271E1,4.542961698E1
9.386057625E0,-1.458015442E0,2.052283859E1,-4.036967468E1,4.531030067E1
9.396013625E0,-1.555046082E0,2.080252075E1,-4.017405701E1,4.526718342E1
9.405970625E0,-1.633277893E0,2.071321869E1,-4.026435852E1,4.530919986E1
9.415926625E0,-1.473098755E0,2.083504486E1,-4.016972351E1,4.527555412E1
9.425882625E0,-1.552482605E0,2.066238022E1,-4.007646179E1,4.511614953E1
9.435839625E0,-1.447364807E0,2.064106369E1,-4.032037354E1,4.531976277E1
9.445795625E0,-1.512161255E0,2.069982910E1,-4.020974731E1,4.525034072E1
9.455752625E0,-1.464508057E0,2.053616714E1,-4.029235840E1,4.524768602E1
9.465708625E0,-1.642173767E0,2.071294785E1,-4.015344238E1,4.521086018E1
9.475665625E0,-1.575981140E0,2.067271423E1,-3.984640503E1,4.491748907E1
9.485621625E0,-1.434906006E0,2.071883392E1,-3.984416199E1,4.493201842E1
9.495577625E0,-1.437141418E0,2.058266068E1,-3.998974609E1,4.499878986E1
9.505534625E0,-1.240165710E0,2.056322861E1,-3.972348022E1,4.474750566E1
9.515490625E0,-1.269508362E0,2.061965561E1,-3.951921082E1,4.459315948E1
9.525447625E0,-1.256736755E0,2.042926025E1,-3.974894714E1,4.470920331E1
9.535403625E0,-1.210365295E0,2.057982635E1,-3.977781677E1,4.480255511E1
9.545360625E0,-1.293914795E0,2.063639832E1,-3.986914062E1,4.491195303E1
9.555316625E0,-1.243095398E0,2.058189392E1,-4.028129578E1,4.525198817E1
9.565272625E0,-1.333686829E0,2.065885162E1,-4.037240601E1,4.537067376E1
9.575229625E0,-1.273841858E0,2.068525314E1,-4.057363892E1,4.556009817E1
9.585185625E0,-1.221839905E0,2.098120880E1,-4.017604065E1,4.534113207E1
9.595142625E0,-1.585197449E0,2.094964600E1,-3.994129944E1,4.512990050E1
9.605098625E0,-1.328079224E0,2.088173676E1,-3.949015808E1,4.469097571E1
9.615054625E0,-1.358810425E0,2.071866989E1,-3.959313965E1,4.470711750E1
9.625011625E0,-1.259674072E0,2.065603638E1,-4.009312439E1,4.511892331E1
9.634967625E0,-1.448036194E0,2.061962128E1,-3.991363525E1,4.494845792E1
9.644924625E0,-1.440261841E0,2.059240341E1,-3.956613159E1,4.462734814E1
9.654880625E0,-1.466911316E0,2.057133865E1,-3.954667664E1,4.460124926E1
9.664837625E0,-1.364639282E0,2.059311295E1,-3.938687134E1,4.446643875E1
9.674793625E0,-1.408538818E0,2.074342346E1,-3.948101807E1,4.462089629E1
9.684749625E0,-1.342636108E0,2.053770065E1,-3.959124756E1,4.462137048E1
9.694706625E0,-1.242835999E0,2.066460037E1,-3.914241028E1,4.427977679E1
9.704662625E0,-1.274002075E0,2.079958344E1,-3.973109436E1,4.486430219E1
9.714619625E0,-1.269294739E0,2.070327759E1,-3.965170288E1,4.474923858E1
9.724575625E0,-1.116516113E0,2.061035919E1,-3.958142090E1,4.463991929E1
9.734532625E0,-1.309692383E0,2.085594177E1,-3.928056335E1,4.449323835E1
9.744488625E0,-1.348350525E0,2.069564056E1,-3.920262146E1,4.435057065E1
9.754444625E0,-1.280059814E0,2.074925613E1,-3.940020752E1,4.454824953E1
9.764401625E0,-1.203903198E0,2.072165680E1,-3.969026184E1,4.479010302E1
9.774357625E0,-1.156509399E0,2.078380585E1,-3.962539673E1,4.476020739E1
9.784314625E0,-1.238479614E0,2.082139587E1,-3.951130676E1,4.467894045E1
9.794270625E0,-1.288276672E0,2.084868622E1,-3.971853638E1,4.487638027E1
9.804227625E0,-1.066154480E0,2.081406784E1,-3.964189148E1,4.478662373E1
9.814183625E0,-1.171470642E0,2.092998886E1,-3.965802002E1,4.485750025E1
9.824139625E0,-1.316307068E0,2.076460266E1,-3.948103333E1,4.462794394E1
9.834096625E0,-9.735565186E-1,2.062564087E1,-3.952090454E1,4.458998508E1
9.844052625E0,-9.735565186E-1,2.062564087E1,-3.952090454E1,4.458998508E1
9.854009625E0,-1.304206848E0,2.078495026E1,-3.962005615E1,4.476007107E1
9.863965625E0,-1.086257935E0,2.066407013E1,-3.995072937E1,4.499160508E1
9.873921625E0,-1.147232056E0,2.082491302E1,-3.986572266E1,4.499187690E1
9.883878625E0,-1.338256836E0,2.070117569E1,-3.959780884E1,4.470252869E1
9.893834625E0,-1.392372131E0,2.065076447E1,-3.954919434E1,4.463778160E1
9.903791625E0,-1.118263245E0,2.052993011E1,-3.987364197E1,4.486241040E1
9.913747625E0,-1.132652283E0,2.058914566E1,-3.990533447E1,4.491805360E1
9.923704625E0,-1.071182251E0,2.056468201E1,-3.995150757E1,4.494637399E1
9.933660625E0,-1.028770447E0,2.077477264E1,-3.976033020E1,4.487241251E1
9.943616625E0,-1.203872681E0,2.067454910E1,-3.976733398E1,4.483667185E1
9.953573625E0,-1.125946045E0,2.080683899E1,-3.970391846E1,4.483964144E1
9.963529625E0,-1.045623779E0,2.063916779E1,-3.980175781E1,4.484694528E1
9.973486625E0,-1.075225830E0,2.051198959E1,-3.997145081E1,4.494012358E1
9.983442625E0,-1.269943237E0,2.059911346E1,-3.956932068E1,4.462810068E1
9.993399625E0,-1.302612305E0,2.066555405E1,-3.972218323E1,4.479524264E1
1.000335563E1,-1.358352661E0,2.048003006E1,-3.984118652E1,4.481737271E1
1.001331163E1,-1.367797852E0,2.046171188E1,-4.006434631E1,4.500782565E1
1.002326863E1,-1.116935730E0,2.045791626E1,-3.950236511E1,4.449955879E1
1.003322463E1,-1.221267700E0,2.044797134E1,-3.986672974E1,4.482150340E1
1.004318163E1,-1.219146729E0,2.032529449E1,-3.957115173E1,4.450258380E1
1.005313763E1,-1.087272644E0,2.041485596E1,-3.980523682E1,4.474824447E1
1.006309463E1,-9.642639160E-1,2.037034225E1,-3.978591919E1,4.470794129E1
1.007305063E1,-1.143157959E0,2.053684616E1,-3.990383911E1,4.489304218E1
1.008300663E1,-1.181152344E0,2.061468124E1,-3.998915100E1,4.500547079E1
1.009296363E1,-9.698791504E-1,2.065517044E1,-3.976721191E1,4.482195751E1
1.010291963E1,-1.015144348E0,2.051811600E1,-3.991906738E1,4.489493894E1
1.011287663E1,-1.314559937E0,2.061291885E1,-3.969476318E1,4.474700790E1
1.012283262E1,-1.036720276E0,2.057746124E1,-4.000674438E1,4.500051440E1
1.013278963E1,-1.031784058E0,2.062535477E1,-4.008416748E1,4.509113350E1
1.014274562E1,-1.040588379E0,2.086191177E1,-4.022334290E1,4.532349833E1
1.015270163E1,-1.314781189E0,2.061618042E1,-4.017170715E1,4.517213301E1
1.016265863E1,-1.390068054E0,2.068852234E1,-3.979649353E1,4.487435953E1
1.017261463E1,-1.328926086E0,2.070881653E1,-3.967372131E1,4.477304199E1
1.018257163E1,-1.396583557E0,2.056245422E1,-3.948611450E1,4.454119675E1
1.019252763E1,-1.388671875E0,2.064002228E1,-3.933303833E1,4.444127399E1
1.020248463E1,-1.260543823E0,2.067306137E1,-3.947441101E1,4.457794928E1
1.021244063E1,-1.349571228E0,2.070888901E1,-3.943362427E1,4.456108335E1
1.022239663E1,-1.445236206E0,2.071438217E1,-4.014231873E1,4.519491220E1
1.023235363E1,-1.172714233E0,2.087385559E1,-4.030722046E1,4.540666391E1
1.024230963E1,-1.138916016E0,2.065855789E1,-4.017272949E1,4.518762373E1
1.025226663E1,-1.017074585E0,2.046997070E1,-4.001557922E1,4.495887812E1
1.026222263E1,-1.168045044E0,2.047432709E1,-4.005827332E1,4.500252948E1
1.027217962E1,-1.345100403E0,2.062240982E1,-3.993890381E1,4.496897952E1
1.028213563E1,-1.343940735E0,2.068208313E1,-3.987484741E1,4.493949483E1
1.029209113E1,-1.084335327E0,2.066329575E1,-3.946531677E1,4.456073162E1
1.030204813E1,-1.084495544E0,2.076998138E1,-3.957406616E1,4.470654281E1
1.031200413E1,-1.127929688E0,2.073423767E1,-3.985008240E1,4.493561955E1
1.032196113E1,-1.189765930E0,2.068955994E1,-3.966226196E1,4.475006656E1
1.033191713E1,-9.799957275E-1,2.086331940E1,-3.987940979E1,4.501783883E1
1.034187312E1,-1.311920166E0,2.096060944E1,-4.008493042E1,4.525339688E1
1.035183013E1,-1.041496277E0,2.079505157E1,-3.980987549E1,4.492599549E1
1.036178612E1,-1.132621765E0,2.078642273E1,-3.970625305E1,4.483240718E1
1.037174313E1,-1.039772034E0,2.077261353E1,-3.973638916E1,4.485045398E1
1.038169913E1,-1.048995972E0,2.083611298E1,-3.988945007E1,4.501568864E1
1.039165613E1,-1.127868652E0,2.078653717E1,-3.959480286E1,4.473366326E1
1.040161213E1,-1.041732788E0,2.077702332E1,-4.018455505E1,4.525006486E1
1.041156913E1,-1.312141418E0,2.052167511E1,-4.012738037E1,4.508955001E1
1.042152513E1,-1.294250488E0,2.066119766E1,-4.016233826E1,4.518377571E1
1.043148113E1,-1.125167847E0,2.077542114E1,-3.991275024E1,4.501012951E1
1.044143813E1,-1.087112427E0,2.073231506E1,-4.007751465E1,4.513555009E1
1.045139413E1,-1.110893250E0,2.087619781E1,-3.972523499E1,4.489035546E1
1.046135113E1,-1.128524780E0,2.087495804E1,-4.000942993E1,4.514190874E1
1.047130713E1,-1.141494751E0,2.099593735E1,-4.024108887E1,4.540349798E1
1.048126413E1,-1.051757812E0,2.089266205E1,-4.000169373E1,4.514138924E1
1.049122012E1,-9.314270020E-1,2.081300354E1,-4.011149597E1,4.519934493E1
1.050117613E1,-1.025398254E0,2.086523819E1,-4.002447510E1,4.514829136E1
1.051113312E1,-8.258132935E-1,2.067018890E1,-4.029368591E1,4.529370598E1
1.052108913E1,-1.057945251E0,2.074571228E1,-4.013206482E1,4.518945068E1
1.053104613E1,-9.491577148E-1,2.065397263E1,-3.995579529E1,4.498836586E1
1.054100213E1,-9.979019165E-1,2.063890076E1,-3.971276855E1,4.476677360E1
1.055095813E1,-1.233787537E0,2.086298370E1,-3.961041260E1,4.478583601E1
1.056091513E1,-1.280189514E0,2.090914154E1,-3.967318726E1,4.486416022E1
1.057087113E1,-1.382743835E0,2.085914230E1,-3.985885620E1,4.500826831E1
1.058082813E1,-1.060211182E0,2.104084015E1,-3.974038696E1,4.497932145E1
1.059078413E1,-1.113822937E0,2.108000183E1,-3.998924255E1,4.521887436E1
1.060074113E1,-1.009925842E0,2.093272400E1,-4.014628601E1,4.528711919E1
1.061069713E1,-1.082984924E0,2.097517776E1,-4.006530762E1,4.523670869E1
1.062065313E1,-1.169715881E0,2.097473907E1,-4.006727600E1,4.524040805E1
1.063061013E1,-1.021705627E0,2.092128754E1,-4.029081726E1,4.541028639E1
1.064056613E1,-9.748687744E-1,2.094193649E1,-3.980067444E1,4.498453911E1
1.065052313E1,-1.148223877E0,2.070976639E1,-3.995429993E1,4.501731805E1
1.066047913E1,-1.407264709E0,2.065856934E1,-3.992579651E1,4.497583916E1
1.067043613E1,-1.102264404E0,2.070031357E1,-4.002690125E1,4.507627749E1
1.068039213E1,-1.210731506E0,2.076711273E1,-3.988662720E1,4.498535174E1
1.069034813E1,-1.299400330E0,2.080760574E1,-4.005970764E1,4.515999418E1
1.070030513E1,-1.091278076E0,2.060683441E1,-4.022735596E1,4.521142200E1
1.071026113E1,-1.057327271E0,2.070143890E1,-4.002699280E1,4.507579912E1
1.072021813E1,-1.104835510E0,2.062006378E1,-4.001638794E1,4.503020093E1
1.073017412E1,-1.192695618E0,2.066732407E1,-3.987528992E1,4.492882764E1
1.074013113E1,-1.105140686E0,2.043140030E1,-3.963645935E1,4.460619199E1
1.075008712E1,-1.281761169E0,2.046832657E1,-3.996136475E1,4.491665589E1
1.076004313E1,-1.300010681E0,2.054511642E1,-3.961912537E1,4.464825788E1
1.077000013E1,-9.837875366E-1,2.056060791E1,-3.983029175E1,4.483479203E1
1.077995613E1,-1.064285278E0,2.047498322E1,-4.009695435E1,4.503469095E1
1.078991313E1,-1.086326599E0,2.052324677E1,-3.986462402E1,4.485055197E1
1.079986913E1,-1.223968506E0,2.066022491E1,-3.984025574E1,4.489531122E1
1.080982613E1,-1.256904602E0,2.055416870E1,-3.980320740E1,4.481460676E1
1.081978213E1,-1.461349487E0,2.065908051E1,-3.963731384E1,4.472191631E1
1.082973913E1,-1.105285645E0,2.058245468E1,-4.001477051E1,4.501156469E1
1.083969513E1,-9.369354248E-1,2.043592072E1,-3.958407593E1,4.455786991E1
1.084965113E1,-1.022819519E0,2.083617020E1,-3.968521118E1,4.483422950E1
1.085960812E1,-1.024040222E0,2.084868622E1,-4.019223022E1,4.528942201E1
1.086956413E1,-1.101989746E0,2.085054779E1,-4.004595947E1,4.516235816E1
1.087952112E1,-1.331283569E0,2.083603668E1,-4.010392761E1,4.521324751E1
1.088947713E1,-1.141723633E0,2.069229889E1,-4.019683838E1,4.522455729E1
1.089943413E1,-1.128921509E0,2.062489700E1,-4.012205505E1,4.512693366E1
1.090939013E1,-1.268150330E0,2.054500198E1,-4.009191895E1,4.506736376E1
1.091934613E1,-1.194664001E0,2.053153992E1,-3.973730469E1,4.474399107E1
1.092930313E1,-1.316085815E0,2.061745834E1,-3.998974609E1,4.501101491E1
1.093925913E1,-1.402503967E0,2.071745300E1,-3.996203613E1,4.503492210E1
1.094921613E1,-1.133621216E0,2.084797668E1,-3.963050842E1,4.479397757E1
1.095917213E1,-9.757156372E-1,2.068948746E1,-4.005882263E1,4.509674249E1
1.096912913E1,-1.332901001E0,2.081186295E1,-4.011547852E1,4.521240848E1
1.097908513E1,-1.128143311E0,2.069652176E1,-4.009547424E1,4.513608063E1
1.098904112E1,-1.348083496E0,2.076707840E1,-3.983587646E1,4.494425356E1
1.099899813E1,-1.385581970E0,2.071769333E1,-3.957376099E1,4.469032572E1
1.100895413E1,-1.273628235E0,2.085011673E1,-3.964706421E1,4.481338190E1
1.101891113E1,-1.168334961E0,2.095858765E1,-3.978347778E1,4.498169080E1
1.102886713E1,-1.174613953E0,2.078396606E1,-3.962939453E1,4.476429240E1
1.103882413E1,-1.088356018E0,2.081182480E1,-3.978823853E1,4.491570433E1
1.104878013E1,-1.283493042E0,2.072927094E1,-3.989994812E1,4.498172838E1
1.105873613E1,-1.275062561E0,2.078542709E1,-3.968354797E1,4.481566404E1
1.106869313E1,-1.270164490E0,2.055230713E1,-3.999795532E1,4.498718791E1
1.107864913E1,-1.600402832E0,2.076382446E1,-4.009129333E1,4.517753310E1
1.108860613E1,-1.334014893E0,2.065016556E1,-4.000140381E1,4.503688755E1
1.109856213E1,-1.265220642E0,2.053012085E1,-3.989732361E1,4.488744899E1
1.110851913E1,-1.091064453E0,2.058298874E1,-4.014045715E1,4.512323290E1
1.111847512E1,-1.203186035E0,2.039260483E1,-3.974624634E1,4.468859011E1
1.112843113E1,-1.018516541E0,2.052278137E1,-3.988522339E1,4.486705892E1
1.113838812E1,-9.943237305E-1,2.044617462E1,-3.981382751E1,4.476801981E1
1.114834413E1,-9.620742798E-1,2.036050034E1,-3.977381897E1,4.469264186E1
1.115830113E1,-9.356231689E-1,2.036625671E1,-3.952159119E1,4.447039434E1
1.116825713E1,-1.185028076E0,2.036795044E1,-3.957630920E1,4.452574476E1
1.117821413E1,-1.118186951E0,2.045842361E1,-3.963006592E1,4.461322185E1
1.118817013E1,-1.003921509E0,2.028743362E1,-3.941204834E1,4.433844129E1
1.119812613E1,-1.011505127E0,2.029723358E1,-4.005189514E1,4.491275028E1
1.120808313E1,-1.238517761E0,2.058246231E1,-4.007632446E1,4.506976219E1
1.121803913E1,-1.480056763E0,2.055833435E1,-3.984912109E1,4.486410738E1
1.122799613E1,-1.416564941E0,2.047120285E1,-3.978135681E1,4.476196100E1
1.123795213E1,-1.216590881E0,2.037510300E1,-3.966642761E1,4.460998089E1
1.124790912E1,-1.390617371E0,2.032596207E1,-3.971308899E1,4.463415719E1
1.125786513E1,-1.506248474E0,2.047806168E1,-3.965837097E1,4.465877498E1
1.126782212E1,-1.342224121E0,2.046619415E1,-3.991622925E1,4.487729967E1
1.127777813E1,-1.257415771E0,2.055077744E1,-4.006053162E1,4.504177773E1
1.128773417E1,-1.248664856E0,2.062517166E1,-4.013169861E1,4.513878713E1
1.129769117E1,-1.313461304E0,2.060344696E1,-4.032662964E1,4.530413077E1
1.130764717E1,-1.177017212E0,2.050782776E1,-4.040617371E1,4.532786386E1
1.131760417E1,-1.137046814E0,2.083044052E1,-4.018688965E1,4.527898218E1
1.132756017E1,-1.340507507E0,2.072826004E1,-3.995722961E1,4.503374205E1
1.133751717E1,-1.315696716E0,2.063040543E1,-4.009765625E1,4.511282215E1
1.134747317E1,-1.277740479E0,2.065559769E1,-3.991419983E1,4.496031233E1
1.135742917E1,-1.135932922E0,2.068407440E1,-3.965065002E1,4.473583938E1
1.136738617E1,-1.279235840E0,2.082753754E1,-3.956814575E1,4.473321945E1
1.137734217E1,-1.262145996E0,2.069707489E1,-3.966250610E1,4.475574055E1
1.138729917E1,-1.323783875E0,2.070295334E1,-3.981781006E1,4.489791397E1
1.139725517E1,-1.350700378E0,2.065590668E1,-3.987666321E1,4.492926820E1
1.140721217E1,-1.255020142E0,2.080850601E1,-3.983119202E1,4.495656632E1
1.141716817E1,-1.077049255E0,2.059104538E1,-3.988655090E1,4.490087001E1
1.142712417E1,-1.288330078E0,2.036253357E1,-3.984089661E1,4.476147462E1
1.143708117E1,-1.222602844E0,2.052217865E1,-3.959567261E1,4.461470457E1
1.144703717E1,-1.222129822E0,2.049090958E1,-3.962351990E1,4.462504124E1
1.145699417E1,-1.289123535E0,2.072716141E1,-3.953677368E1,4.465908119E1
1.146695017E1,-1.274978638E0,2.078385544E1,-4.001419067E1,4.510797793E1
1.147690717E1,-1.474395752E0,2.076920700E1,-4.021707153E1,4.528737843E1
1.148686317E1,-1.356422424E0,2.089872742E1,-4.012648010E1,4.526291081E1
1.149681917E1,-1.370620728E0,2.074470139E1,-3.982250977E1,4.492275059E1
1.150677617E1,-1.262397766E0,2.040582657E1,-3.973265076E1,4.468416881E1
1.151673217E1,-1.569526672E0,2.049199295E1,-3.980809021E1,4.480032628E1
1.152668917E1,-1.556167603E0,2.050550461E1,-3.995187378E1,4.493383575E1
1.153664517E1,-1.466453552E0,2.064369202E1,-3.970338440E1,4.477355513E1
1.154660217E1,-1.415084839E0,2.079618835E1,-4.036378479E1,4.542817449E1
1.155655817E1,-1.246276855E0,2.078032684E1,-3.997024536E1,4.506656969E1
1.156651517E1,-1.361351013E0,2.070239258E1,-3.961532593E1,4.471930661E1
1.157647117E1,-1.146537781E0,2.063319778E1,-3.982019043E1,4.486302448E1
1.158642717E1,-1.210464478E0,2.077947998E1,-4.004420471E1,4.513081368E1
1.159638417E1,-1.377014160E0,2.083397293E1,-4.014291382E1,4.524824998E1
1.160634017E1,-1.404983521E0,2.089285278E1,-3.992857361E1,4.508632017E1
1.161629717E1,-1.151397705E0,2.080555725E1,-3.998243713E1,4.508649696E1
1.162625317E1,-1.052970886E0,2.090432358E1,-3.991333008E1,4.506854124E1
1.163621017E1,-1.101242065E0,2.075992966E1,-3.989788818E1,4.498920865E1
1.164616617E1,-1.096954346E0,2.080655289E1,-3.990399170E1,4.501604720E1
1.165612217E1,-1.102066040E0,2.078896332E1,-3.986817932E1,4.497629673E1
1.166607917E1,-1.058418274E0,2.065484238E1,-3.987606812E1,4.492041375E1
1.167603517E1,-1.126205444E0,2.070016861E1,-3.981732178E1,4.489080566E1
1.168599217E1,-1.124412537E0,2.071721649E1,-3.983673096E1,4.491583792E1
1.169594817E1,-1.052391052E0,2.091106796E1,-4.034721375E1,4.545633011E1
1.170590517E1,-1.171463013E0,2.116323090E1,-3.981045532E1,4.510129733E1
1.171586117E1,-1.015174866E0,2.129081345E1,-3.955142212E1,4.492932571E1
1.172581717E1,-1.063652039E0,2.098503876E1,-3.965573120E1,4.487850515E1
1.173577417E1,-1.115440369E0,2.098775101E1,-3.994747925E1,4.513901857E1
1.174573017E1,-1.115440369E0,2.098775101E1,-3.994747925E1,4.513901857E1
1.175568717E1,-1.133407593E0,2.097683334E1,-4.007353210E1,4.524599568E1
1.176564317E1,-1.052589417E0,2.103791046E1,-3.992967224E1,4.514510324E1
1.177560017E1,-1.283714294E0,2.100660706E1,-3.997630310E1,4.517776303E1
1.178555617E1,-9.991149902E-1,2.086277771E1,-3.994927979E1,4.507991437E1